time,open,high,low,close
1783012500000,7452.95,7457.7,7447.33,7450.95
1783013400000,7451.15,7456.7,7439.7,7446.7
1783014300000,7446.2,7446.95,7435.95,7437.95
1783015200000,7438.2,7464.95,7436.2,7457.95
1783016100000,7458.2,7462.7,7449.7,7462.7
1783017000000,7462.45,7468.95,7462.07,7466.45
1783017900000,7466.2,7470.7,7461.2,7465.2
1783018800000,7465.7,7466.7,7447.95,7455.7
1783019700000,7455.83,7461.45,7449.7,7458.2
1783020600000,7458.45,7468.95,7456.95,7467.95
1783021500000,7468.45,7489.95,7465.2,7482.45
1783022400000,7482.7,7482.95,7473.95,7480.2
1783023300000,7480.7,7481.08,7475.95,7477.2
1783024200000,7477.45,7480.7,7475.45,7475.7
1783025100000,7475.95,7480.45,7475.45,7478.849999999999
1783029600000,7481.8,7486.030000000001,7481.02,7485.27
1783030500000,7485.52,7488.280000000001,7485.52,7485.77
1783031400000,7485.780000000001,7492.280000000001,7484.02,7492.280000000001
1783032300000,7492.02,7492.530000000001,7489.27,7492.280000000001
1783033200000,7492.030000000001,7492.530000000001,7486.27,7486.52
1783034100000,7486.530000000001,7493.530000000001,7486.52,7492.780000000001
1783035000000,7492.77,7494.530000000001,7490.02,7490.030000000001
1783035900000,7490.280000000001,7494.030000000001,7489.52,7493.030000000001
1783036800000,7492.52,7497.030000000001,7484.27,7493.77
1783037700000,7493.780000000001,7494.280000000001,7486.77,7487.52
1783038600000,7487.530000000001,7493.780000000001,7484.27,7488.030000000001
1783039500000,7488.02,7490.280000000001,7484.52,7486.780000000001
1783040400000,7487.02,7506.530000000001,7486.27,7504.280000000001
1783041300000,7504.27,7506.780000000001,7501.52,7504.530000000001
1783042200000,7504.27,7507.530000000001,7502.77,7506.780000000001
1783043100000,7506.77,7507.530000000001,7504.52,7506.030000000001
1783044000000,7506.02,7509.530000000001,7505.52,7505.780000000001
1783044900000,7506.030000000001,7509.530000000001,7505.52,7509.02
1783045800000,7509.27,7509.530000000001,7505.02,7506.780000000001
1783046700000,7506.77,7510.030000000001,7506.77,7509.530000000001
1783047600000,7509.27,7509.530000000001,7506.52,7508.27
1783048500000,7508.530000000001,7510.780000000001,7508.02,7510.77
1783049400000,7510.780000000001,7512.030000000001,7505.02,7505.27
1783050300000,7505.02,7511.030000000001,7504.52,7510.77
1783051200000,7511.02,7511.780000000001,7510.02,7511.52
1783052100000,7511.780000000001,7512.780000000001,7511.02,7512.52
1783053000000,7512.530000000001,7513.530000000001,7510.52,7512.77
1783053900000,7513.030000000001,7513.780000000001,7511.02,7511.52
1783054800000,7511.530000000001,7512.530000000001,7507.27,7509.52
