time,open,high,low,close
1683904860000,33248.05,33250.05,33237.05,33237.05
1683904920000,33238.05,33246.05,33236.05,33243.05
1683904980000,33242.05,33243.05,33229.05,33230.05
1683905040000,33231.05,33233.05,33219.05,33225.05
1683905100000,33226.05,33233.05,33221.05,33232.05
1683905160000,33231.05,33240.05,33230.05,33234.05
1683905220000,33233.05,33237.05,33224.05,33226.05
1683905280000,33227.05,33228.05,33216.05,33223.05
1683905340000,33222.05,33232.05,33218.05,33226.05
1683905400000,33227.05,33230.05,33217.05,33224.05
1683905460000,33223.05,33232.05,33222.05,33230.05
1683905520000,33229.05,33238.05,33221.05,33225.05
1683905580000,33223.05,33236.05,33222.05,33234.05
1683905640000,33232.05,33252.05,33231.05,33248.05
1683905700000,33249.05,33254.05,33243.05,33249.05
1683905760000,33248.05,33250.05,33242.05,33248.05
1683905820000,33247.05,33259.05,33243.05,33243.05
1683905880000,33242.05,33246.05,33236.05,33236.05
1683905940000,33235.05,33237.05,33228.05,33231.05
1683906000000,33230.05,33239.05,33226.05,33230.05
1683906060000,33231.05,33239.05,33230.05,33237.05
1683906120000,33238.05,33242.05,33230.05,33236.05
1683906180000,33237.05,33237.05,33227.05,33234.05
1683906240000,33233.05,33237.05,33222.05,33223.05
1683906300000,33224.05,33237.05,33222.05,33237.05
1683906360000,33236.05,33237.05,33230.05,33236.05
1683906420000,33235.05,33240.05,33230.05,33237.05
1683906480000,33236.05,33252.05,33233.05,33251.05
1683906540000,33252.05,33252.05,33241.05,33242.05
1683906600000,33247.05,33252.05,33245.05,33246.05
1683906660000,33244.05,33246.05,33233.05,33237.05
1683906720000,33236.05,33247.05,33236.05,33246.05
1683906780000,33245.05,33256.05,33244.05,33253.05
1683906840000,33252.05,33252.05,33241.05,33249.05
1683906900000,33250.05,33258.05,33246.05,33250.05
1683906960000,33249.05,33270.05,33249.05,33269.05
1683907020000,33268.05,33273.05,33264.05,33268.05
1683907080000,33269.05,33276.05,33268.05,33272.05
1683907140000,33271.05,33288.05,33270.05,33283.05
1683907200000,33284.05,33294.05,33282.05,33283.05
1683907260000,33284.05,33284.05,33268.05,33275.05
1683907320000,33276.05,33280.05,33265.05,33266.05
1683907380000,33267.05,33267.05,33239.05,33242.05
1683907440000,33241.05,33245.05,33232.05,33238.05
1683907500000,33237.05,33239.05,33231.05,33238.05
1683907560000,33237.05,33240.05,33227.05,33229.05
1683907620000,33230.05,33235.05,33225.05,33226.05
1683907680000,33227.05,33227.05,33217.05,33217.05
1683907740000,33218.05,33226.05,33216.05,33225.05
1683907800000,33224.05,33224.05,33209.05,33210.05
1683907860000,33209.05,33209.05,33186.05,33190.05
1683907920000,33191.05,33204.05,33188.05,33202.05
1683907980000,33203.05,33205.05,33191.05,33196.05
1683908040000,33195.05,33201.05,33193.05,33197.05
1683908100000,33196.05,33207.05,33192.05,33206.05
1683908160000,33208.05,33218.05,33206.05,33208.05
1683908220000,33209.05,33216.05,33207.05,33212.05
1683908280000,33214.05,33218.05,33209.05,33211.05
1683908340000,33210.05,33217.05,33208.05,33212.05
1683908400000,33213.05,33217.05,33192.05,33192.05
1683908460000,33191.05,33199.05,33190.05,33196.05
1683908520000,33197.05,33197.05,33171.05,33174.05
1683908580000,33172.05,33184.05,33171.05,33183.05
1683908640000,33182.05,33195.05,33182.05,33185.05
1683908700000,33186.05,33190.05,33183.05,33189.05
1683908760000,33188.05,33191.05,33185.05,33190.05
1683908820000,33193.05,33194.05,33184.05,33190.05
1683908880000,33191.05,33200.05,33187.05,33187.05
1683908940000,33188.05,33192.05,33187.05,33188.05
1683909000000,33183.05,33188.05,33180.05,33184.05
1683909060000,33183.05,33196.05,33176.05,33195.05
1683909120000,33193.05,33201.05,33191.05,33198.05
1683909180000,33197.05,33211.05,33197.05,33208.05
1683909240000,33209.05,33212.05,33200.05,33203.05
1683909300000,33204.05,33212.05,33203.05,33204.05
